ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100051825,"State Representative, 57th District","","","","HD 57",22,,9901,"Write-in",11/12/2022 6:33:20 PM,1,0,0,0/51,
100051825,"State Representative, 57th District","Republican, Democrat","","","HD 57",22,,100068817,"Greg Smith",11/12/2022 6:33:20 PM,1,0,0,0/51,
100051842,"Judge of the Circuit Court, 3rd District, Position 14","","","","Circuit Court District 03",22,,9901,"Write-in",11/12/2022 6:33:20 PM,1,407,0.00454271491394513,0/117,
100051842,"Judge of the Circuit Court, 3rd District, Position 14","","","","Circuit Court District 03",22,,100086072,"Amy Queen",11/12/2022 6:33:20 PM,1,48885,0.545628055450142,0/117,
100051842,"Judge of the Circuit Court, 3rd District, Position 14","","","","Circuit Court District 03",22,,100086073,"Erious Johnson Jr - Incumbent",11/12/2022 6:33:20 PM,1,40302,0.449829229635913,0/117,
100051843,"Judge of the Circuit Court, 3rd District, Position 3","","","","Circuit Court District 03",23,,9901,"Write-in",11/12/2022 6:33:20 PM,1,1195,0.0191334699628538,0/117,
100051843,"Judge of the Circuit Court, 3rd District, Position 3","","","","Circuit Court District 03",23,,100086074,"Jennifer K Gardiner - Incumbent",11/12/2022 6:33:20 PM,1,61261,0.980866530037146,0/117,
100051024,"Marion County, Commissioner, Position 1","","","","Marion",24,,9901,"Write-in",11/12/2022 6:33:20 PM,1,155,0.00139848782864464,0/117,
100051024,"Marion County, Commissioner, Position 1","","","","Marion",24,,100044793,"Kevin Cameron",11/12/2022 6:33:20 PM,1,66976,0.604291102008409,0/117,
100051024,"Marion County, Commissioner, Position 1","","","","Marion",24,,100085126,"Andrew Dennis",11/12/2022 6:33:20 PM,1,43703,0.394310410162946,0/117,
100051025,"Marion County, Commissioner, Position 2","","","","Marion",25,,9901,"Write-in",11/12/2022 6:33:20 PM,1,126,0.00113504310461314,0/117,
100051025,"Marion County, Commissioner, Position 2","","","","Marion",25,,100080803,"Colm Willis",11/12/2022 6:33:20 PM,1,63540,0.572386022754912,0/117,
100051025,"Marion County, Commissioner, Position 2","","","","Marion",25,,100085127,"Mark Wigg",11/12/2022 6:33:20 PM,1,47343,0.426478934140475,0/117,
100051026,"Marion County, Treasurer","","","","Marion",26,,9901,"Write-in",11/12/2022 6:33:20 PM,1,1102,0.016840625334291,0/117,
100051026,"Marion County, Treasurer","","","","Marion",26,,100085128,"Sam Brentano",11/12/2022 6:33:20 PM,1,64335,0.983159374665709,0/117,
100051028,"City of Aumsville, Mayor","","","","City of Aumsville",27,,9901,"Write-in",11/12/2022 6:33:20 PM,1,106,0.136422136422136,0/1,
100051028,"City of Aumsville, Mayor","","","","City of Aumsville",27,,100085532,"Angelica Ceja",11/12/2022 6:33:20 PM,1,671,0.863577863577864,0/1,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,9901,"Write-in",11/12/2022 6:33:20 PM,1,607,0.006941506089542,0/1279,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,100084347,"Christina E Stephenson",11/12/2022 6:33:20 PM,1,47775,0.546343415861399,0/1279,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,100086066,"Cheri Helt",11/12/2022 6:33:20 PM,1,39063,0.446715078049059,0/1279,
100051840,"Judge of the Court of Appeals, Position 10","","","","Statewide Nonpartisan",28,,9901,"Write-in",11/12/2022 6:33:20 PM,1,1363,0.0209389498264049,0/1279,
100051840,"Judge of the Court of Appeals, Position 10","","","","Statewide Nonpartisan",28,,100086069,"Kristina Hellman - Incumbent",11/12/2022 6:33:20 PM,1,63731,0.979061050173595,0/1279,
100051027,"City of Aumsville, Councilor (Vote For 3)","","","","City of Aumsville",28,,9901,"Write-in",11/12/2022 6:33:20 PM,3,131,0.0949275362318841,0/1,
100051027,"City of Aumsville, Councilor (Vote For 3)","","","","City of Aumsville",28,,100085533,"Della Seney",11/12/2022 6:33:20 PM,3,609,0.441304347826087,0/1,
100051027,"City of Aumsville, Councilor (Vote For 3)","","","","City of Aumsville",28,,100085534,"Nico Casarez",11/12/2022 6:33:20 PM,3,640,0.463768115942029,0/1,
100051031,"City of Aurora, Mayor","","","","City of Aurora",29,,9901,"Write-in",11/12/2022 6:33:20 PM,1,24,0.0542986425339367,0/1,
100051031,"City of Aurora, Mayor","","","","City of Aurora",29,,100073151,"Brian Asher",11/12/2022 6:33:20 PM,1,418,0.945701357466063,0/1,
100051841,"Judge of the Court of Appeals, Position 11","","","","Statewide Nonpartisan",29,,9901,"Write-in",11/12/2022 6:33:20 PM,1,1306,0.0207802953156823,0/1279,
100051841,"Judge of the Court of Appeals, Position 11","","","","Statewide Nonpartisan",29,,100086070,"Anna M Joyce - Incumbent",11/12/2022 6:33:20 PM,1,61542,0.979219704684318,0/1279,
100051029,"City of Aurora, Councilor, Position 1","","","","City of Aurora",30,,9901,"Write-in",11/12/2022 6:33:20 PM,1,8,0.0192771084337349,0/1,
100051029,"City of Aurora, Councilor, Position 1","","","","City of Aurora",30,,100085437,"Tara Weidman",11/12/2022 6:33:20 PM,1,407,0.980722891566265,0/1,
100051030,"City of Aurora, Councilor, Position 2","","","","City of Aurora",31,,9901,"Write-in",11/12/2022 6:33:20 PM,1,8,0.0198511166253102,0/1,
100051030,"City of Aurora, Councilor, Position 2","","","","City of Aurora",31,,100085438,"John Berard",11/12/2022 6:33:20 PM,1,395,0.98014888337469,0/1,
100051032,"City of Detroit, Councilor (Vote For 7)","","","","City of Detroit",32,,9901,"Write-in",11/12/2022 6:33:20 PM,7,23,0.0777027027027027,0/1,
100051032,"City of Detroit, Councilor (Vote For 7)","","","","City of Detroit",32,,100073104,"Michele Tesdal",11/12/2022 6:33:20 PM,7,73,0.246621621621622,0/1,
100051032,"City of Detroit, Councilor (Vote For 7)","","","","City of Detroit",32,,100085441,"Teresa Maurmann",11/12/2022 6:33:20 PM,7,34,0.114864864864865,0/1,
100051032,"City of Detroit, Councilor (Vote For 7)","","","","City of Detroit",32,,100085442,"Denny Nielsen",11/12/2022 6:33:20 PM,7,63,0.212837837837838,0/1,
100051032,"City of Detroit, Councilor (Vote For 7)","","","","City of Detroit",32,,100085443,"Todd J Smith",11/12/2022 6:33:20 PM,7,50,0.168918918918919,0/1,
100051032,"City of Detroit, Councilor (Vote For 7)","","","","City of Detroit",32,,100085444,"Greg W Sheppard",11/12/2022 6:33:20 PM,7,53,0.179054054054054,0/1,
100051034,"City of Donald, Mayor","","","","City of Donald",33,,9901,"Write-in",11/12/2022 6:33:20 PM,1,17,0.0580204778156997,0/1,
100051034,"City of Donald, Mayor","","","","City of Donald",33,,100073686,"Rick Olmsted",11/12/2022 6:33:20 PM,1,276,0.9419795221843,0/1,
100051033,"City of Donald, Councilor (Vote For 3)","","","","City of Donald",34,,9901,"Write-in",11/12/2022 6:33:20 PM,3,3,0.00355871886120996,0/1,
100051033,"City of Donald, Councilor (Vote For 3)","","","","City of Donald",34,,100085562,"Gerry Waller",11/12/2022 6:33:20 PM,3,213,0.252669039145907,0/1,
100051033,"City of Donald, Councilor (Vote For 3)","","","","City of Donald",34,,100085563,"Sheryl Glenn",11/12/2022 6:33:20 PM,3,188,0.223013048635824,0/1,
100051033,"City of Donald, Councilor (Vote For 3)","","","","City of Donald",34,,100085564,"Neil Strathdee",11/12/2022 6:33:20 PM,3,211,0.250296559905101,0/1,
100051033,"City of Donald, Councilor (Vote For 3)","","","","City of Donald",34,,100085565,"Jan Olsen",11/12/2022 6:33:20 PM,3,228,0.270462633451957,0/1,
100051036,"City of Gates, Mayor","","","","City of Gates",35,,9901,"Write-in",11/12/2022 6:33:20 PM,1,74,0.778947368421053,0/2,
100051036,"City of Gates, Mayor","","","","City of Gates",35,,100073107,"Ron Carmickle",11/12/2022 6:33:20 PM,1,21,0.221052631578947,0/2,
100051035,"City of Gates, Councilor (Vote For 3)","","","","City of Gates",36,,9901,"Write-in",11/12/2022 6:33:20 PM,3,12,0.0535714285714286,0/2,
100051035,"City of Gates, Councilor (Vote For 3)","","","","City of Gates",36,,100085566,"Donald Mann",11/12/2022 6:33:20 PM,3,68,0.303571428571429,0/2,
100051035,"City of Gates, Councilor (Vote For 3)","","","","City of Gates",36,,100085567,"Brian Gander",11/12/2022 6:33:20 PM,3,62,0.276785714285714,0/2,
100051035,"City of Gates, Councilor (Vote For 3)","","","","City of Gates",36,,100085569,"Tonya Chamberlain",11/12/2022 6:33:20 PM,3,82,0.366071428571429,0/2,
100051038,"City of Gervais, Mayor","","","","City of Gervais",37,,9901,"Write-in",11/12/2022 6:33:20 PM,1,1,0.00264550264550265,0/1,
100051038,"City of Gervais, Mayor","","","","City of Gervais",37,,100073120,"Annie Gilland",11/12/2022 6:33:20 PM,1,152,0.402116402116402,0/1,
100051038,"City of Gervais, Mayor","","","","City of Gervais",37,,100085672,"Tilda Flores",11/12/2022 6:33:20 PM,1,23,0.0608465608465608,0/1,
100051038,"City of Gervais, Mayor","","","","City of Gervais",37,,100085673,"Brian Wagner",11/12/2022 6:33:20 PM,1,124,0.328042328042328,0/1,
100051038,"City of Gervais, Mayor","","","","City of Gervais",37,,100085674,"Jose Ruiz",11/12/2022 6:33:20 PM,1,71,0.187830687830688,0/1,
100051038,"City of Gervais, Mayor","","","","City of Gervais",37,,100085675,"Gricel (Grace) Malstrom",11/12/2022 6:33:20 PM,1,7,0.0185185185185185,0/1,
100051037,"City of Gervais, Councilor (Vote For 2)","","","","City of Gervais",38,,9901,"Write-in",11/12/2022 6:33:20 PM,2,11,0.0192307692307692,0/1,
100051037,"City of Gervais, Councilor (Vote For 2)","","","","City of Gervais",38,,100073119,"Diana Bartch",11/12/2022 6:33:20 PM,2,99,0.173076923076923,0/1,
100051037,"City of Gervais, Councilor (Vote For 2)","","","","City of Gervais",38,,100085676,"John Harvey",11/12/2022 6:33:20 PM,2,183,0.31993006993007,0/1,
100051037,"City of Gervais, Councilor (Vote For 2)","","","","City of Gervais",38,,100085677,"Melanie Blair",11/12/2022 6:33:20 PM,2,112,0.195804195804196,0/1,
100051037,"City of Gervais, Councilor (Vote For 2)","","","","City of Gervais",38,,100085678,"Michael Gregory (Miguel Gregorio)",11/12/2022 6:33:20 PM,2,167,0.291958041958042,0/1,
100051040,"City of Hubbard, Mayor","","","","City of Hubbard",39,,9901,"Write-in",11/12/2022 6:33:20 PM,1,24,0.0394736842105263,0/1,
100051040,"City of Hubbard, Mayor","","","","City of Hubbard",39,,100073124,"Charles Rostocil",11/12/2022 6:33:20 PM,1,584,0.960526315789474,0/1,
100051039,"City of Hubbard, Councilor (Vote For 2)","","","","City of Hubbard",40,,9901,"Write-in",11/12/2022 6:33:20 PM,2,23,0.0234454638124363,0/1,
100051039,"City of Hubbard, Councilor (Vote For 2)","","","","City of Hubbard",40,,100085710,"Joseph Steininger",11/12/2022 6:33:20 PM,2,482,0.491335372069317,0/1,
100051039,"City of Hubbard, Councilor (Vote For 2)","","","","City of Hubbard",40,,100085711,"Jim Yonally",11/12/2022 6:33:20 PM,2,476,0.485219164118247,0/1,
100051041,"City of Idanha, Councilor (Vote For 5)","","","","City of Idanha",41,,9901,"Write-in",11/12/2022 6:33:20 PM,5,10,0.416666666666667,0/2,
100051041,"City of Idanha, Councilor (Vote For 5)","","","","City of Idanha",41,,100085743,"Robert Weikum",11/12/2022 6:33:20 PM,5,14,0.583333333333333,0/2,
100051043,"City of Jefferson, Mayor","","","","City of Jefferson",42,,9901,"Write-in",11/12/2022 6:33:20 PM,1,76,0.0895170789163722,0/1,
100051043,"City of Jefferson, Mayor","","","","City of Jefferson",42,,100073130,"Michael Myers",11/12/2022 6:33:20 PM,1,773,0.910482921083628,0/1,
100051042,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",43,,9901,"Write-in",11/12/2022 6:33:20 PM,3,89,0.0395204262877442,0/1,
100051042,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",43,,100085453,"Bob Rossiter",11/12/2022 6:33:20 PM,3,659,0.292628774422735,0/1,
100051042,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",43,,100085454,"Chandra Cruikshank",11/12/2022 6:33:20 PM,3,530,0.235346358792185,0/1,
100051042,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",43,,100085455,"Charles Vickery",11/12/2022 6:33:20 PM,3,519,0.230461811722913,0/1,
100051042,"City of Jefferson, Councilor (Vote For 3)","","","","City of Jefferson",43,,100085459,"Walter C Perry",11/12/2022 6:33:20 PM,3,455,0.202042628774423,0/1,
100051047,"City of Keizer, Mayor","","","","City of Keizer",44,,9901,"Write-in",11/12/2022 6:33:20 PM,1,328,0.0355902777777778,0/6,
100051047,"City of Keizer, Mayor","","","","City of Keizer",44,,100073133,"Cathy Clark",11/12/2022 6:33:20 PM,1,8888,0.964409722222222,0/6,
100051044,"City of Keizer, Councilor, Position 4","","","","City of Keizer",45,,9901,"Write-in",11/12/2022 6:33:20 PM,1,99,0.00927139913841543,0/6,
100051044,"City of Keizer, Councilor, Position 4","","","","City of Keizer",45,,100086064,"Soraida Cross",11/12/2022 6:33:20 PM,1,7235,0.677561341075108,0/6,
100051044,"City of Keizer, Councilor, Position 4","","","","City of Keizer",45,,100086065,"Anthony J Rosilez",11/12/2022 6:33:20 PM,1,3344,0.313167259786477,0/6,
100051045,"City of Keizer, Councilor, Position 5","","","","City of Keizer",46,,9901,"Write-in",11/12/2022 6:33:20 PM,1,184,0.0231359235508613,0/6,
100051045,"City of Keizer, Councilor, Position 5","","","","City of Keizer",46,,100086067,"Robert Husseman",11/12/2022 6:33:20 PM,1,7769,0.976864076449139,0/6,
100051046,"City of Keizer, Councilor, Position 6","","","","City of Keizer",47,,9901,"Write-in",11/12/2022 6:33:20 PM,1,188,0.0226342403082109,0/6,
100051046,"City of Keizer, Councilor, Position 6","","","","City of Keizer",47,,100086068,"Daniel R Kohler",11/12/2022 6:33:20 PM,1,8118,0.977365759691789,0/6,
100051595,"City of Mill City, Mayor","","","","City Of Mill City",48,,9901,"Write-in",11/12/2022 6:33:20 PM,1,5,0.0892857142857143,0/2,
100051595,"City of Mill City, Mayor","","","","City Of Mill City",48,,100056042,"Tim Kirsch",11/12/2022 6:33:20 PM,1,51,0.910714285714286,0/2,
100051594,"City of Mill City, City Councilor (Vote For 4)","","","","City Of Mill City",49,,9901,"Write-in",11/12/2022 6:33:20 PM,4,7,0.0573770491803279,0/2,
100051594,"City of Mill City, City Councilor (Vote For 4)","","","","City Of Mill City",49,,100086183,"Jason Saari",11/12/2022 6:33:20 PM,4,42,0.344262295081967,0/2,
100051594,"City of Mill City, City Councilor (Vote For 4)","","","","City Of Mill City",49,,300035271,"Janet Zeyen-Hall",11/12/2022 6:33:20 PM,4,31,0.254098360655738,0/2,
100051594,"City of Mill City, City Councilor (Vote For 4)","","","","City Of Mill City",49,,300035272,"Steven A Winn",11/12/2022 6:33:20 PM,4,42,0.344262295081967,0/2,
100051049,"City of Mt Angel, Mayor","","","","City of Mt Angel",50,,9901,"Write-in",11/12/2022 6:33:20 PM,1,36,0.0462130937098845,0/1,
100051049,"City of Mt Angel, Mayor","","","","City of Mt Angel",50,,100085679,"Pete Wall",11/12/2022 6:33:20 PM,1,743,0.953786906290116,0/1,
100051048,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",51,,9901,"Write-in",11/12/2022 6:33:20 PM,3,30,0.0117693213024716,0/1,
100051048,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",51,,100085681,"Ray Eder",11/12/2022 6:33:20 PM,3,570,0.22361710474696,0/1,
100051048,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",51,,100085682,"Justin Roney",11/12/2022 6:33:20 PM,3,324,0.127108670066693,0/1,
100051048,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",51,,100085683,"Joseph Pfau",11/12/2022 6:33:20 PM,3,375,0.147116516280894,0/1,
100051048,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",51,,100085684,"Mary R Franklin",11/12/2022 6:33:20 PM,3,274,0.107493134562574,0/1,
100051048,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",51,,100085685,"Matthew Donohue",11/12/2022 6:33:20 PM,3,595,0.233424872499019,0/1,
100051048,"City of Mt Angel, Councilor (Vote For 3)","","","","City of Mt Angel",51,,100085686,"Tony Astorga",11/12/2022 6:33:20 PM,3,381,0.149470380541389,0/1,
100051050,"City of Salem, Mayor","","","","City of Salem",52,,9901,"Write-in",11/12/2022 6:33:20 PM,1,1037,0.0390863518148581,0/36,
100051050,"City of Salem, Mayor","","","","City of Salem",52,,100085073,"Chris Hoy",11/12/2022 6:33:20 PM,1,25494,0.960913648185142,0/36,
100051051,"City of Salem, Municipal Judge","","","","City of Salem",53,,9901,"Write-in",11/12/2022 6:33:20 PM,1,352,0.0147151038836169,0/36,
100051051,"City of Salem, Municipal Judge","","","","City of Salem",53,,100085078,"Eleanor Beatty",11/12/2022 6:33:20 PM,1,23569,0.985284896116383,0/36,
100051052,"City of Salem, Councilor, Ward 2","","","","City of Salem, Ward 2",54,,9901,"Write-in",11/12/2022 6:33:20 PM,1,46,0.0142591444513329,0/7,
100051052,"City of Salem, Councilor, Ward 2","","","","City of Salem, Ward 2",54,,100085074,"Linda Nishioka",11/12/2022 6:33:20 PM,1,3180,0.985740855548667,0/7,
100051053,"City of Salem, Councilor, Ward 4","","","","City of Salem, Ward 4",55,,9901,"Write-in",11/12/2022 6:33:20 PM,1,37,0.00495513593143163,0/4,
100051053,"City of Salem, Councilor, Ward 4","","","","City of Salem, Ward 4",55,,100085075,"Deanna Gwyn",11/12/2022 6:33:20 PM,1,3846,0.515066291683407,0/4,
100051053,"City of Salem, Councilor, Ward 4","","","","City of Salem, Ward 4",55,,100085076,"Dynee Medlock",11/12/2022 6:33:20 PM,1,3584,0.479978572385161,0/4,
100051054,"City of Salem, Councilor, Ward 6","","","","City of Salem, Ward 6",56,,9901,"Write-in",11/12/2022 6:33:20 PM,1,68,0.0299691494050242,0/3,
100051054,"City of Salem, Councilor, Ward 6","","","","City of Salem, Ward 6",56,,100085077,"Julie Hoy",11/12/2022 6:33:20 PM,1,2201,0.970030850594976,0/3,
100051057,"City of Scotts Mills, Mayor","","","","City of Scotts Mills",57,,9901,"Write-in",11/12/2022 6:33:20 PM,1,19,0.113095238095238,0/1,
