ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100051848,"Judge of the Circuit Court, 22nd District, Position 2","","","","Circuit Court District 22",10,,100086080,"Wade L Whiting - Incumbent",11/10/2022 11:32:19 AM,1,6816,0.980437284234753,0/34,
100052124,"Crook County, Treasurer","","","","Crook County",10,,9901,"Write-in",11/10/2022 11:32:19 AM,1,62,0.0071917410973205,0/17,
100052124,"Crook County, Treasurer","","","","Crook County",10,,100086586,"Galan Carter",11/10/2022 11:32:19 AM,1,4874,0.565363646908711,0/17,
100052124,"Crook County, Treasurer","","","","Crook County",10,,100086587,"Monty Kurtz",11/10/2022 11:32:19 AM,1,3685,0.427444611993968,0/17,
100052127,"City of Prineville, City Council Member (Vote For 3)","","","","City of Prineville",11,,9901,"Write-in",11/10/2022 11:32:19 AM,3,103,0.0147416630885931,0/12,
100052127,"City of Prineville, City Council Member (Vote For 3)","","","","City of Prineville",11,,100064250,"Janet Hutchison",11/10/2022 11:32:19 AM,3,1830,0.261914984972091,0/12,
100052127,"City of Prineville, City Council Member (Vote For 3)","","","","City of Prineville",11,,100064251,"Patricia Jungmann",11/10/2022 11:32:19 AM,3,1193,0.170745670530986,0/12,
100052127,"City of Prineville, City Council Member (Vote For 3)","","","","City of Prineville",11,,100086589,"Scott Smith",11/10/2022 11:32:19 AM,3,1934,0.276799771003292,0/12,
100052127,"City of Prineville, City Council Member (Vote For 3)","","","","City of Prineville",11,,100086590,"Shane Howard",11/10/2022 11:32:19 AM,3,1927,0.275797910405038,0/12,
100052128,"City of Prineville, Mayor","","","","City of Prineville",12,,9901,"Write-in",11/10/2022 11:32:19 AM,1,105,0.0377019748653501,0/12,
100052128,"City of Prineville, Mayor","","","","City of Prineville",12,,100072792,"Jason Beebe",11/10/2022 11:32:19 AM,1,2680,0.96229802513465,0/12,
100052125,"Crook County Soil and Water Conservation District, Director At-large 2","","","","Crook County Soil and Water Conservation District",13,,9901,"Write-in",11/10/2022 11:32:19 AM,1,83,0.0114815327154517,0/17,
100052125,"Crook County Soil and Water Conservation District, Director At-large 2","","","","Crook County Soil and Water Conservation District",13,,100064248,"Zachary Flegel",11/10/2022 11:32:19 AM,1,7146,0.988518467284548,0/17,
100052126,"Crook County Soil and Water Conservation District, Director Zone 3","","","","Crook County Soil and Water Conservation District",14,,9901,"Write-in",11/10/2022 11:32:19 AM,1,94,0.0134979896611143,0/17,
100052126,"Crook County Soil and Water Conservation District, Director Zone 3","","","","Crook County Soil and Water Conservation District",14,,100086588,"Marcus Rossi",11/10/2022 11:32:19 AM,1,6870,0.986502010338886,0/17,
100002569,"07-82 Crook County: 7-82 Change Bowman Museum Four-Year Operating Local Option Levy.","","","","Crook County",19,,1,"Yes",11/10/2022 11:32:19 AM,1,5063,0.458812868146806,0/17,
100002569,"07-82 Crook County: 7-82 Change Bowman Museum Four-Year Operating Local Option Levy.","","","","Crook County",19,,2,"No",11/10/2022 11:32:19 AM,1,5972,0.541187131853194,0/17,
100002571,"07-84 Crook County: 7-84 Prohibits psilocybin-related businesses within Crook County.","","","","Crook County",20,,1,"Yes",11/10/2022 11:32:19 AM,1,7176,0.659983445231307,0/17,
100002571,"07-84 Crook County: 7-84 Prohibits psilocybin-related businesses within Crook County.","","","","Crook County",20,,2,"No",11/10/2022 11:32:19 AM,1,3697,0.340016554768693,0/17,
100002570,"07-83 City of Prineville: 7-83 Prohibits psilocybin-related businesses within the City of Prineville.","","","","City of Prineville",21,,1,"Yes",11/10/2022 11:32:19 AM,1,2348,0.638737758433079,0/12,
100002570,"07-83 City of Prineville: 7-83 Prohibits psilocybin-related businesses within the City of Prineville.","","","","City of Prineville",21,,2,"No",11/10/2022 11:32:19 AM,1,1328,0.361262241566921,0/12,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,9901,"Write-in",11/10/2022 11:32:19 AM,1,86,0.00967379077615298,0/1279,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,100084347,"Christina E Stephenson",11/10/2022 11:32:19 AM,1,3190,0.358830146231721,0/1279,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,100086066,"Cheri Helt",11/10/2022 11:32:19 AM,1,5614,0.631496062992126,0/1279,
100051840,"Judge of the Court of Appeals, Position 10","","","","Statewide Nonpartisan",28,,9901,"Write-in",11/10/2022 11:32:19 AM,1,165,0.0237137108364473,0/1279,
100051840,"Judge of the Court of Appeals, Position 10","","","","Statewide Nonpartisan",28,,100086069,"Kristina Hellman - Incumbent",11/10/2022 11:32:19 AM,1,6793,0.976286289163553,0/1279,
100051841,"Judge of the Court of Appeals, Position 11","","","","Statewide Nonpartisan",29,,9901,"Write-in",11/10/2022 11:32:19 AM,1,144,0.0214253831275108,0/1279,
100051841,"Judge of the Court of Appeals, Position 11","","","","Statewide Nonpartisan",29,,100086070,"Anna M Joyce - Incumbent",11/10/2022 11:32:19 AM,1,6577,0.978574616872489,0/1279,
100002573,"Measure 111 Amends Constitution: State must ensure affordable healthcare access, balanced against requirement to fund schools, other essential services","","","","Statewide Nonpartisan",79,,1,"Yes",11/10/2022 11:32:19 AM,1,3114,0.284617493830546,0/1279,
100002573,"Measure 111 Amends Constitution: State must ensure affordable healthcare access, balanced against requirement to fund schools, other essential services","","","","Statewide Nonpartisan",79,,2,"No",11/10/2022 11:32:19 AM,1,7827,0.715382506169454,0/1279,
100002574,"Measure 112 Amends Constitution: Removes language allowing slavery and involuntary servitude as punishment for crime","","","","Statewide Nonpartisan",80,,1,"Yes",11/10/2022 11:32:19 AM,1,2996,0.274183215887252,0/1279,
100002574,"Measure 112 Amends Constitution: Removes language allowing slavery and involuntary servitude as punishment for crime","","","","Statewide Nonpartisan",80,,2,"No",11/10/2022 11:32:19 AM,1,7931,0.725816784112748,0/1279,
100002575,"Measure 113 Amends Constitution: Legislators with ten unexcused absences from floor sessions disqualified from holding next term of office","","","","Statewide Nonpartisan",81,,1,"Yes",11/10/2022 11:32:19 AM,1,5998,0.542658101872795,0/1279,
100002575,"Measure 113 Amends Constitution: Legislators with ten unexcused absences from floor sessions disqualified from holding next term of office","","","","Statewide Nonpartisan",81,,2,"No",11/10/2022 11:32:19 AM,1,5055,0.457341898127205,0/1279,
100002576,"Measure 114 Requires permit to acquire firearms; police maintain permit/firearm database; criminally prohibits certain ammunition magazines","","","","Statewide Nonpartisan",82,,1,"Yes",11/10/2022 11:32:19 AM,1,2230,0.197257850508625,0/1279,
100002576,"Measure 114 Requires permit to acquire firearms; police maintain permit/firearm database; criminally prohibits certain ammunition magazines","","","","Statewide Nonpartisan",82,,2,"No",11/10/2022 11:32:19 AM,1,9075,0.802742149491375,0/1279,
