ContestID,ContestName,NominatingParty,PartyCode,AreaType,AreaNum,OfficeSeqNo,BallotOrder,CandidateID,CandidateName,CurrentDateTime,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
100051832,"Judge of the Circuit Court, 17th District, Position 3","","","","Circuit Court District 17",8,,9901,"Write-in",11/10/2022 11:32:39 AM,1,191,0.0122005748961993,0/32,
100051832,"Judge of the Circuit Court, 17th District, Position 3","","","","Circuit Court District 17",8,,100085941,"Amanda Benjamin - Incumbent",11/10/2022 11:32:39 AM,1,15464,0.987799425103801,0/32,
100051884,"Lincoln County, Commissioner, Position 1","","","","LINCOLN",9,,9901,"Write-in",11/10/2022 11:32:39 AM,1,95,0.00430487583831793,0/32,
100051884,"Lincoln County, Commissioner, Position 1","","","","LINCOLN",9,,100086094,"Carter McEntee",11/10/2022 11:32:39 AM,1,8773,0.397543955048033,0/32,
100051884,"Lincoln County, Commissioner, Position 1","","","","LINCOLN",9,,100086095,"Casey L Miller",11/10/2022 11:32:39 AM,1,13200,0.598151169113649,0/32,
100051778,"State Representative, 10th District","","","","HD 10",10,,9901,"Write-in",11/10/2022 11:32:39 AM,1,31,0.00122500592744804,0/42,
100051778,"State Representative, 10th District","Democrat, Independent, Working Families","","","HD 10",10,,300025042,"David Gomberg",11/10/2022 11:32:39 AM,1,15259,0.602979530546116,0/42,
100051778,"State Representative, 10th District","Republican","","","HD 10",10,,100084115,"Celeste McEntee",11/10/2022 11:32:39 AM,1,10016,0.395795463526436,0/42,
100051855,"Lincoln County, Clerk","","","","LINCOLN",10,,9901,"Write-in",11/10/2022 11:32:39 AM,1,128,0.00791295746785361,0/32,
100051855,"Lincoln County, Clerk","","","","LINCOLN",10,,100086096,"Amy A Southwell",11/10/2022 11:32:39 AM,1,16048,0.992087042532146,0/32,
100051856,"Lincoln County, Treasurer","","","","LINCOLN",11,,9901,"Write-in",11/10/2022 11:32:39 AM,1,124,0.00775048440527533,0/32,
100051856,"Lincoln County, Treasurer","","","","LINCOLN",11,,300035675,"Jayne Welch",11/10/2022 11:32:39 AM,1,15875,0.992249515594725,0/32,
100051860,"City of Depoe Bay, Mayor","","","","City of Depoe Bay",12,,9901,"Write-in",11/10/2022 11:32:39 AM,1,6,0.00661521499448732,0/1,
100051860,"City of Depoe Bay, Mayor","","","","City of Depoe Bay",12,,100073377,"Kathy Short",11/10/2022 11:32:39 AM,1,531,0.585446527012128,0/1,
100051860,"City of Depoe Bay, Mayor","","","","City of Depoe Bay",12,,100086097,"Jerome Grant",11/10/2022 11:32:39 AM,1,370,0.407938257993385,0/1,
100051857,"City of Depoe Bay, Council Member, Position 4","","","","City of Depoe Bay",13,,9901,"Write-in",11/10/2022 11:32:39 AM,1,49,0.083617747440273,0/1,
100051857,"City of Depoe Bay, Council Member, Position 4","","","","City of Depoe Bay",13,,100086098,"Rick Beasley",11/10/2022 11:32:39 AM,1,537,0.916382252559727,0/1,
100051858,"City of Depoe Bay, Council Member, Position 5","","","","City of Depoe Bay",14,,9901,"Write-in",11/10/2022 11:32:39 AM,1,92,1,0/1,
100051858,"City of Depoe Bay, Council Member, Position 5","","","","City of Depoe Bay",14,,100086099,"No Candidate Filed",11/10/2022 11:32:39 AM,1,0,0,0/1,
100051859,"City of Depoe Bay, Council Member, Position 6","","","","City of Depoe Bay",15,,9901,"Write-in",11/10/2022 11:32:39 AM,1,22,0.0368509212730318,0/1,
100051859,"City of Depoe Bay, Council Member, Position 6","","","","City of Depoe Bay",15,,100073381,"Fran Recht",11/10/2022 11:32:39 AM,1,575,0.963149078726968,0/1,
100051861,"City of Lincoln City, Mayor","","","","City of Lincoln City",16,,9901,"Write-in",11/10/2022 11:32:39 AM,1,33,0.00802334062727936,0/4,
100051861,"City of Lincoln City, Mayor","","","","City of Lincoln City",16,,100077498,"Susan Wahlke",11/10/2022 11:32:39 AM,1,2463,0.598832968636032,0/4,
100051861,"City of Lincoln City, Mayor","","","","City of Lincoln City",16,,100086100,"Riley Hoagland",11/10/2022 11:32:39 AM,1,1617,0.393143690736689,0/4,
100051863,"City of Newport, Mayor","","","","City of Newport",17,,9901,"Write-in",11/10/2022 11:32:39 AM,1,202,0.0628109452736318,0/7,
100051863,"City of Newport, Mayor","","","","City of Newport",17,,300035694,"Dean Sawyer",11/10/2022 11:32:39 AM,1,3014,0.937189054726368,0/7,
100051862,"City of Newport, Council Members (Vote For 3)","","","","City of Newport",18,,9901,"Write-in",11/10/2022 11:32:39 AM,3,194,0.0236874236874237,0/7,
100051862,"City of Newport, Council Members (Vote For 3)","","","","City of Newport",18,,100086104,"Jan Kaplan",11/10/2022 11:32:39 AM,3,2584,0.315506715506716,0/7,
100051862,"City of Newport, Council Members (Vote For 3)","","","","City of Newport",18,,300035695,"CM Hall",11/10/2022 11:32:39 AM,3,2615,0.319291819291819,0/7,
100051862,"City of Newport, Council Members (Vote For 3)","","","","City of Newport",18,,300035697,"Ryan M Parker",11/10/2022 11:32:39 AM,3,2797,0.341514041514042,0/7,
100051866,"City of Siletz, Mayor","","","","City of Siletz",19,,9901,"Write-in",11/10/2022 11:32:39 AM,1,15,0.0449101796407186,0/1,
100051866,"City of Siletz, Mayor","","","","City of Siletz",19,,300035699,"William K Worman",11/10/2022 11:32:39 AM,1,319,0.955089820359281,0/1,
100051864,"City of Siletz, Council Member, Position 1","","","","City of Siletz",20,,9901,"Write-in",11/10/2022 11:32:39 AM,1,3,0.00946372239747634,0/1,
100051864,"City of Siletz, Council Member, Position 1","","","","City of Siletz",20,,100086105,"Tina Retasket",11/10/2022 11:32:39 AM,1,314,0.990536277602524,0/1,
100051865,"City of Siletz, Council Member, Position 4","","","","City of Siletz",21,,9901,"Write-in",11/10/2022 11:32:39 AM,1,1,0.00328947368421053,0/1,
100051865,"City of Siletz, Council Member, Position 4","","","","City of Siletz",21,,100086106,"Jasmine Whitehead",11/10/2022 11:32:39 AM,1,303,0.996710526315789,0/1,
100051868,"City of Toledo, Mayor","","","","City of Toledo",22,,9901,"Write-in",11/10/2022 11:32:39 AM,1,34,0.0320452403393025,0/2,
100051868,"City of Toledo, Mayor","","","","City of Toledo",22,,300035702,"Rod Cross",11/10/2022 11:32:39 AM,1,1027,0.967954759660697,0/2,
100051867,"City of Toledo, Council Members (Vote For 3)","","","","City of Toledo",23,,9901,"Write-in",11/10/2022 11:32:39 AM,3,40,0.0154023873700424,0/2,
100051867,"City of Toledo, Council Members (Vote For 3)","","","","City of Toledo",23,,100086308,"Kim Bush",11/10/2022 11:32:39 AM,3,708,0.27262225644975,0/2,
100051867,"City of Toledo, Council Members (Vote For 3)","","","","City of Toledo",23,,100086310,"Wade Carey",11/10/2022 11:32:39 AM,3,611,0.235271467077397,0/2,
100051867,"City of Toledo, Council Members (Vote For 3)","","","","City of Toledo",23,,100086314,"Ryan J Dokter",11/10/2022 11:32:39 AM,3,415,0.159799768964189,0/2,
100051867,"City of Toledo, Council Members (Vote For 3)","","","","City of Toledo",23,,300035705,"Betty Kamikawa",11/10/2022 11:32:39 AM,3,823,0.316904120138621,0/2,
100051870,"City of Waldport, Mayor","","","","City of Waldport",24,,9901,"Write-in",11/10/2022 11:32:39 AM,1,6,0.00520833333333333,0/1,
100051870,"City of Waldport, Mayor","","","","City of Waldport",24,,100072682,"Greg Holland",11/10/2022 11:32:39 AM,1,640,0.555555555555556,0/1,
100051870,"City of Waldport, Mayor","","","","City of Waldport",24,,100086107,"Michael L Gatens",11/10/2022 11:32:39 AM,1,506,0.439236111111111,0/1,
100051869,"City of Waldport, Council Members (Vote For 3)","","","","City of Waldport",25,,9901,"Write-in",11/10/2022 11:32:39 AM,3,11,0.00405754334194024,0/1,
100051869,"City of Waldport, Council Members (Vote For 3)","","","","City of Waldport",25,,100072692,"Jerry Townsend",11/10/2022 11:32:39 AM,3,446,0.16451493913685,0/1,
100051869,"City of Waldport, Council Members (Vote For 3)","","","","City of Waldport",25,,100077900,"Rick Booth",11/10/2022 11:32:39 AM,3,643,0.237181851715234,0/1,
100051869,"City of Waldport, Council Members (Vote For 3)","","","","City of Waldport",25,,100086108,"Michael Flaming",11/10/2022 11:32:39 AM,3,370,0.136481003319808,0/1,
100051869,"City of Waldport, Council Members (Vote For 3)","","","","City of Waldport",25,,100086109,"Michelle Severson",11/10/2022 11:32:39 AM,3,599,0.220951678347473,0/1,
100051869,"City of Waldport, Council Members (Vote For 3)","","","","City of Waldport",25,,300035709,"Sue Woodruff",11/10/2022 11:32:39 AM,3,642,0.236812984138694,0/1,
100051885,"City of Waldport, Council Member (Vote For 3)","","","","City of Waldport",26,,9901,"Write-in",11/10/2022 11:32:39 AM,3,11,0.0131736526946108,0/1,
100051885,"City of Waldport, Council Member (Vote For 3)","","","","City of Waldport",26,,100086111,"Melaia Mckinley Kilduff",11/10/2022 11:32:39 AM,3,824,0.986826347305389,0/1,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,9901,"Write-in",11/10/2022 11:32:39 AM,1,97,0.00477644278116998,0/1279,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,100084347,"Christina E Stephenson",11/10/2022 11:32:39 AM,1,13095,0.644819775457948,0/1279,
100051829,"Commissioner of the Bureau of Labor and Industries","","","","Statewide Nonpartisan",27,,100086066,"Cheri Helt",11/10/2022 11:32:39 AM,1,7116,0.350403781760882,0/1279,
100051872,"City of Yachats, Mayor","","","","City of Yachats",27,,9901,"Write-in",11/10/2022 11:32:39 AM,1,11,0.0170015455950541,0/1,
100051872,"City of Yachats, Mayor","","","","City of Yachats",27,,100086112,"Craig Berdie",11/10/2022 11:32:39 AM,1,369,0.57032457496136,0/1,
100051872,"City of Yachats, Mayor","","","","City of Yachats",27,,100086113,"Ann Stott",11/10/2022 11:32:39 AM,1,267,0.412673879443586,0/1,
100051840,"Judge of the Court of Appeals, Position 10","","","","Statewide Nonpartisan",28,,9901,"Write-in",11/10/2022 11:32:39 AM,1,175,0.0110389200782186,0/1279,
100051840,"Judge of the Court of Appeals, Position 10","","","","Statewide Nonpartisan",28,,100086069,"Kristina Hellman - Incumbent",11/10/2022 11:32:39 AM,1,15678,0.988961079921781,0/1279,
100051871,"City of Yachats, Council Members (Vote For 2)","","","","City of Yachats",28,,9901,"Write-in",11/10/2022 11:32:39 AM,2,9,0.00817438692098093,0/1,
100051871,"City of Yachats, Council Members (Vote For 2)","","","","City of Yachats",28,,100086114,"Anthony J Muirhead",11/10/2022 11:32:39 AM,2,342,0.310626702997275,0/1,
100051871,"City of Yachats, Council Members (Vote For 2)","","","","City of Yachats",28,,100086115,"Mary Ellen O'Shaughnessey",11/10/2022 11:32:39 AM,2,377,0.342415985467757,0/1,
100051871,"City of Yachats, Council Members (Vote For 2)","","","","City of Yachats",28,,100086116,"Catherine Ann Whitten-Carey",11/10/2022 11:32:39 AM,2,373,0.338782924613987,0/1,
100051841,"Judge of the Court of Appeals, Position 11","","","","Statewide Nonpartisan",29,,9901,"Write-in",11/10/2022 11:32:39 AM,1,154,0.0102584598987477,0/1279,
100051841,"Judge of the Court of Appeals, Position 11","","","","Statewide Nonpartisan",29,,100086070,"Anna M Joyce - Incumbent",11/10/2022 11:32:39 AM,1,14858,0.989741540101252,0/1279,
100051873,"Lincoln City, Council Member, Ward 1","","","","Lincoln City-Ward 1",29,,9901,"Write-in",11/10/2022 11:32:39 AM,1,9,0.0092497430626927,0/2,
100051873,"Lincoln City, Council Member, Ward 1","","","","Lincoln City-Ward 1",29,,300035683,"Mitch Parsons",11/10/2022 11:32:39 AM,1,964,0.990750256937307,0/2,
100051874,"Lincoln City, Council Member, Ward 2","","","","Lincoln City-Ward 2",30,,9901,"Write-in",11/10/2022 11:32:39 AM,1,7,0.00512820512820513,0/2,
100051874,"Lincoln City, Council Member, Ward 2","","","","Lincoln City-Ward 2",30,,100086101,"Sydney Kasner",11/10/2022 11:32:39 AM,1,814,0.596336996336996,0/2,
100051874,"Lincoln City, Council Member, Ward 2","","","","Lincoln City-Ward 2",30,,100086102,"Carolyn Nguyen",11/10/2022 11:32:39 AM,1,544,0.398534798534799,0/2,
100051875,"Lincoln City, Council Member, Ward 3","","","","Lincoln City-Ward 3",31,,9901,"Write-in",11/10/2022 11:32:39 AM,1,6,0.00500834724540902,0/2,
100051875,"Lincoln City, Council Member, Ward 3","","","","Lincoln City-Ward 3",31,,100086103,"Mellissa Sumner",11/10/2022 11:32:39 AM,1,471,0.393155258764608,0/2,
100051875,"Lincoln City, Council Member, Ward 3","","","","Lincoln City-Ward 3",31,,300035692,"Rick Mark",11/10/2022 11:32:39 AM,1,721,0.601836393989983,0/2,
100051876,"Lincoln Soil and Water Conservation District, Director 1, At-Large","","","","SOIL & WATER CONSERVATION DISTRICT",32,,9901,"Write-in",11/10/2022 11:32:39 AM,1,804,1,0/32,
100051876,"Lincoln Soil and Water Conservation District, Director 1, At-Large","","","","SOIL & WATER CONSERVATION DISTRICT",32,,100086121,"No Candidate Filed",11/10/2022 11:32:39 AM,1,0,0,0/32,
100051886,"Lincoln Soil and Water Conservation District, Director, Zone 1","","","","SOIL & WATER CONSERVATION DISTRICT",33,,9901,"Write-in",11/10/2022 11:32:39 AM,1,99,0.0064065230052417,0/32,
100051886,"Lincoln Soil and Water Conservation District, Director, Zone 1","","","","SOIL & WATER CONSERVATION DISTRICT",33,,100086119,"Kyle O'Neill",11/10/2022 11:32:39 AM,1,15354,0.993593476994758,0/32,
100051877,"Lincoln Soil and Water Conservation District, Director, Zone 2","","","","SOIL & WATER CONSERVATION DISTRICT",34,,9901,"Write-in",11/10/2022 11:32:39 AM,1,105,0.00684886830604657,0/32,
100051877,"Lincoln Soil and Water Conservation District, Director, Zone 2","","","","SOIL & WATER CONSERVATION DISTRICT",34,,300035718,"Alan Fujishin",11/10/2022 11:32:39 AM,1,15226,0.993151131693953,0/32,
100051887,"Lincoln Soil and Water Conservation District, Director, Zone 3","","","","SOIL & WATER CONSERVATION DISTRICT",35,,9901,"Write-in",11/10/2022 11:32:39 AM,1,806,1,0/32,
100051887,"Lincoln Soil and Water Conservation District, Director, Zone 3","","","","SOIL & WATER CONSERVATION DISTRICT",35,,100086120,"No Candidate Filed",11/10/2022 11:32:39 AM,1,0,0,0/32,
100051878,"Central Lincoln People’s Utility District, Director, Subdivision 1","","","","Central Lincoln PUD - Subdivision 1",36,,9901,"Write-in",11/10/2022 11:32:39 AM,1,28,0.00927152317880795,0/6,
100051878,"Central Lincoln People’s Utility District, Director, Subdivision 1","","","","Central Lincoln PUD - Subdivision 1",36,,300035722,"Paul Davies",11/10/2022 11:32:39 AM,1,2992,0.990728476821192,0/6,
100051879,"Central Lincoln People’s Utility District, Director, Subdivision 2","","","","Central Lincoln PUD - Subdivision 2",37,,9901,"Write-in",11/10/2022 11:32:39 AM,1,15,0.00478468899521531,0/7,
100051879,"Central Lincoln People’s Utility District, Director, Subdivision 2","","","","Central Lincoln PUD - Subdivision 2",37,,100086122,"Alma Baxter",11/10/2022 11:32:39 AM,1,3120,0.995215311004785,0/7,
100051881,"Southwest Lincoln County Water People’s Utility District, Director, Subdivision 2","","","","Southwest Lincoln Water PUD-Sub 2",38,,9901,"Write-in",11/10/2022 11:32:39 AM,1,1,0.00632911392405063,0/2,
100051881,"Southwest Lincoln County Water People’s Utility District, Director, Subdivision 2","","","","Southwest Lincoln Water PUD-Sub 2",38,,300035726,"Bill Turner",11/10/2022 11:32:39 AM,1,157,0.993670886075949,0/2,
100051882,"Southwest Lincoln County Water People’s Utility District, Director, Subdivision 3","","","","Southwest Lincoln Water PUD-Sub 3",39,,9901,"Write-in",11/10/2022 11:32:39 AM,1,2,0.0163934426229508,0/1,
100051882,"Southwest Lincoln County Water People’s Utility District, Director, Subdivision 3","","","","Southwest Lincoln Water PUD-Sub 3",39,,100086123,"Larry Anthony",11/10/2022 11:32:39 AM,1,120,0.983606557377049,0/1,
100051883,"Southwest Lincoln County Water People’s Utility District, Director, Subdivision 5","","","","Southwest Lincoln Water PUD-Sub 5",40,,9901,"Write-in",11/10/2022 11:32:39 AM,1,4,0.0273972602739726,0/2,
100051883,"Southwest Lincoln County Water People’s Utility District, Director, Subdivision 5","","","","Southwest Lincoln Water PUD-Sub 5",40,,300035729,"Donald Tucker",11/10/2022 11:32:39 AM,1,142,0.972602739726027,0/2,
100002598,"21-215 City of Lincoln City: Amends Charter to increase lodging tax from 9.5% to 12%.","","","","City of Lincoln City",45,,1,"Yes",11/10/2022 11:32:39 AM,1,2587,0.590639269406393,0/4,
100002598,"21-215 City of Lincoln City: Amends Charter to increase lodging tax from 9.5% to 12%.","","","","City of Lincoln City",45,,2,"No",11/10/2022 11:32:39 AM,1,1793,0.409360730593607,0/4,
100002592,"21-210 City of Toledo: Prohibits psilocybin-related businesses within Toledo for two years.","","","","City of Toledo",46,,1,"Yes",11/10/2022 11:32:39 AM,1,725,0.537435137138621,0/2,
100002592,"21-210 City of Toledo: Prohibits psilocybin-related businesses within Toledo for two years.","","","","City of Toledo",46,,2,"No",11/10/2022 11:32:39 AM,1,624,0.462564862861379,0/2,
100002594,"21-212 Central Oregon Coast Fire and Rescue District: Local Option Tax For Central Coast Fire and Rescue","","","","Central Oregon Coast Fire & Rescue District",47,,1,"Yes",11/10/2022 11:32:39 AM,1,1099,0.532719340765875,0/4,
100002594,"21-212 Central Oregon Coast Fire and Rescue District: Local Option Tax For Central Coast Fire and Rescue","","","","Central Oregon Coast Fire & Rescue District",47,,2,"No",11/10/2022 11:32:39 AM,1,964,0.467280659234125,0/4,
100002597,"21-214 Yachats Rural Fire Protection District: Fire, Rescue and EMS Services Local Option Tax (LOT)","","","","Yachats Rural Fire Protection District",48,,1,"Yes",11/10/2022 11:32:39 AM,1,942,0.579692307692308,0/3,
100002597,"21-214 Yachats Rural Fire Protection District: Fire, Rescue and EMS Services Local Option Tax (LOT)","","","","Yachats Rural Fire Protection District",48,,2,"No",11/10/2022 11:32:39 AM,1,683,0.420307692307692,0/3,
100002596,"21-213 Devils Lake Water Improvement District: 5-year local option tax for operations","","","","Devils Lake Water Improvement District",49,,1,"Yes",11/10/2022 11:32:39 AM,1,1689,0.372518747243053,0/5,
100002596,"21-213 Devils Lake Water Improvement District: 5-year local option tax for operations","","","","Devils Lake Water Improvement District",49,,2,"No",11/10/2022 11:32:39 AM,1,2845,0.627481252756948,0/5,
100002593,"21-211 Lake Point Special Road District: Lake Point Special Road District Local Option Tax Measure","","","","Lake Point Special Road District",50,,1,"Yes",11/10/2022 11:32:39 AM,1,63,0.488372093023256,0/2,
100002593,"21-211 Lake Point Special Road District: Lake Point Special Road District Local Option Tax Measure","","","","Lake Point Special Road District",50,,2,"No",11/10/2022 11:32:39 AM,1,66,0.511627906976744,0/2,
100002573,"Measure 111 Amends Constitution: State must ensure affordable healthcare access, balanced against requirement to fund schools, other essential services","","","","Statewide Nonpartisan",79,,1,"Yes",11/10/2022 11:32:39 AM,1,13815,0.564661162429494,0/1279,
100002573,"Measure 111 Amends Constitution: State must ensure affordable healthcare access, balanced against requirement to fund schools, other essential services","","","","Statewide Nonpartisan",79,,2,"No",11/10/2022 11:32:39 AM,1,10651,0.435338837570506,0/1279,
100002574,"Measure 112 Amends Constitution: Removes language allowing slavery and involuntary servitude as punishment for crime","","","","Statewide Nonpartisan",80,,1,"Yes",11/10/2022 11:32:39 AM,1,13888,0.5654262682192,0/1279,
100002574,"Measure 112 Amends Constitution: Removes language allowing slavery and involuntary servitude as punishment for crime","","","","Statewide Nonpartisan",80,,2,"No",11/10/2022 11:32:39 AM,1,10674,0.4345737317808,0/1279,
100002575,"Measure 113 Amends Constitution: Legislators with ten unexcused absences from floor sessions disqualified from holding next term of office","","","","Statewide Nonpartisan",81,,1,"Yes",11/10/2022 11:32:39 AM,1,18485,0.746054808895346,0/1279,
100002575,"Measure 113 Amends Constitution: Legislators with ten unexcused absences from floor sessions disqualified from holding next term of office","","","","Statewide Nonpartisan",81,,2,"No",11/10/2022 11:32:39 AM,1,6292,0.253945191104654,0/1279,
100002576,"Measure 114 Requires permit to acquire firearms; police maintain permit/firearm database; criminally prohibits certain ammunition magazines","","","","Statewide Nonpartisan",82,,1,"Yes",11/10/2022 11:32:39 AM,1,12927,0.516315852538243,0/1279,
100002576,"Measure 114 Requires permit to acquire firearms; police maintain permit/firearm database; criminally prohibits certain ammunition magazines","","","","Statewide Nonpartisan",82,,2,"No",11/10/2022 11:32:39 AM,1,12110,0.483684147461757,0/1279,
